##### Intel Schematic Connectivity Format DG-2012.100
BEGIN_COMPPROPS
###### RefDes:partName,partNumber,noMount,tolerance,value,maxV[voltage],powerDiss[wattage],maxP[wattage],elec_type,enetNonSeries,componentKind,power_supply,compComment
D8((A3:88:VSS::),(A4:45:VDD2::),(A5:19:::),(A9:46:VDD2::),(A10:89:VSS::),(AA3:68:VDDQ::),(AA5:69:VDDQ::),(AA8:70:VDDQ::),(AA10:71:VDDQ::),(AB3:90:VSS::),(AB4:47:VDD2::),(AB5:91:VSS::),(AB8:92:VSS::),(AB9:48:VDD2::),(AB10:93:VSS::),(B2:20:::),(B3:72:VDDQ::),(B4:27:::),(B5:73:VDDQ::),(B8:74:VDDQ::),(B9:35:::),(B10:75:VDDQ::),(B11:28:::),(C1:94:VSS::),(C2:21:::),(C3:2:::),(C4:26:::),(C5:95:VSS::),(C8:96:VSS::),(C9:34:::),(C10:1:::),(C11:29:::),(C12:97:VSS::),(D1:76:VDDQ::),(D2:98:VSS::),(D3:6:::),(D4:99:VSS::),(D5:77:VDDQ::),(D8:78:VDDQ::),(D9:100:VSS::),(D10:5:::),(D11:101:VSS::),(D12:79:VDDQ::),(E1:102:VSS::),(E2:22:::),(E3:4:::),(E4:25:::),(E5:103:VSS::),(E8:104:VSS::),(E9:33:::),(E10:3:::),(E11:30:::),(E12:105:VSS::),(F1:36:VDD1::),(F2:23:::),(F3:80:VDDQ::),(F4:24:::),(F5:49:VDD2::),(F8:50:VDD2::),(F9:32:::),(F10:81:VDDQ::),(F11:31:::),(F12:37:VDD1::),(G1:106:VSS::),(G2:7:::),(G3:107:VSS::),(G4:38:VDD1::),(G5:108:VSS::),(G8:109:VSS::),(G9:39:VDD1::),(G10:110:VSS::),(G12:111:VSS::),(H1:51:VDD2::),(H2:14:::),(H4:15:::),(H5:52:VDD2::),(H8:53:VDD2::),(H9:12:::),(H10:11:::),(H11:10:::),(H12:40:VDD2::),(J1:112:VSS::),(J2:13:::),(J3:113:VSS::),(J4:16:::),(J8:18:::),(J9:17:::),(J10:114:VSS::),(J11:9:::),(J12:115:VSS::),(K1:54:VDD2::),(K2:116:VSS::),(K3:55:VDD2::),(K4:117:VSS::),(K9:118:VSS::),(K10:56:VDD2::),(K11:119:VSS::),(K12:57:VDD2::),(N1:58:VDD2::),(N2:120:VSS::),(N3:59:VDD2::),(N4:121:VSS::),(N9:122:VSS::),(N10:60:VDD2::),(N11:123:VSS::),(N12:61:VDD2::),(P1:124:VSS::),(P3:125:VSS::),(P10:126:VSS::),(P12:127:VSS::),(R1:62:VDD2::),(R5:63:VDD2::),(R8:64:VDD2::),(R12:65:VDD2::),(T1:128:VSS::),(T3:129:VSS::),(T4:41:VDD1::),(T5:130:VSS::),(T8:131:VSS::),(T9:42:VDD1::),(T10:132:VSS::),(T11:8:::),(T12:133:VSS::),(U1:43:VDD1::),(U3:82:VDDQ::),(U5:66:VDD2::),(U8:67:VDD2::),(U10:83:VDDQ::),(U12:44:VDD1::),(V1:134:VSS::),(V5:135:VSS::),(V8:136:VSS::),(V12:137:VSS::),(W1:84:VDDQ::),(W2:138:VSS::),(W4:139:VSS::),(W5:85:VDDQ::),(W8:86:VDDQ::),(W9:140:VSS::),(W11:141:VSS::),(W12:87:VDDQ::),(Y1:142:VSS::),(Y5:143:VSS::),(Y8:144:VSS::),(Y12:145:VSS::))
D9((1:10:::),(2:8:::),(3:7:::),(4:6:::),(5:5:::),(6:4:::),(7:3:::),(8:2:::),(9:1:::),(10:GND:GND::),(11:18:::),(12:17:::),(13:16:::),(14:15:::),(15:14:::),(16:13:::),(17:12:::),(18:11:::),(19:9:::),(20:VCC:VCC::))
D10((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D700((1:20:::),(2:21:::),(3:22:::),(4:23:::),(5:24:::),(6:25:::),(7:26:::),(8:27:::),(9:28:::),(10:11:::),(11:10:::),(12:9:::),(13:8:::),(14:7:::),(15:6:::),(16:38:::),(17:5:::),(18:4:::),(19:3:::),(20:2:::),(21:1:::),(22:29:::),(23:30:::),(24:31:::),(25:32:::),(26:33:::),(27:34:::),(28:35:::),(29:36:::),(30:37:::),(31:41:::),(32:12:::),(33:13:::),(34:14:::),(35:17:::),(36:18:::),(37:16:::),(38:15:::),(39:19:::),(40:39:::),(41:40:::))
D1201((1:12:::),(3:13:::),(9:7:::),(10:6:::),(11:5:::),(12:9:::),(13:4:::),(14:3:::),(15:8:::),(16:14:::),(17:11:::),(18:10:::),(19:2:::),(21:1:::))
D1202((1:6:::),(2:5:::),(3:4:::),(4:GND:GND::),(5:3:::),(6:2:::),(7:1:::),(8:VCC:VCC::))
D1301((1:7:::),(2:8:::),(3:11:::),(4:10:::),(5:12:::),(6:6:::),(7:5:::),(8:GND:GND::),(9:3:::),(10:4:::),(11:13:::),(12:9:::),(13:14:::),(14:2:::),(15:1:::),(16:VCC:VCC::))
D1302((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:GND:GND::),(8:8:::),(9:9:::),(10:10:::),(11:11:::),(12:12:::),(13:13:::),(14:VCC:VCC::))
D1401((1:6:::),(2:5:::),(3:4:::),(4:GND:GND::),(5:3:::),(6:2:::),(7:1:::),(8:VCC:VCC::))
D1402()
D1403((1:33:::),(2:34:::),(3:103:::),(4:31:::),(5:32:::),(6:111:::),(7:29:::),(8:30:::),(9:27:::),(10:28:::),(11:25:::),(12:26:::),(13:23:::),(14:24:::),(15:102:::),(16:110:::),(17:21:::),(18:22:::),(19:19:::),(20:20:::),(21:17:::),(22:18:::),(23:15:::),(24:16:::),(25:109:::),(26:13:::),(27:14:::),(28:101:::),(29:11:::),(30:12:::),(31:94:::),(32:122:::),(33:93:::),(34:92:::),(35:91:::),(36:90:::),(37:124:::),(38:89:::),(39:123:::),(40:88:::),(41:87:::),(42:86:::),(43:85:::),(44:105:::),(45:98:::),(46:7:::),(47:114:::),(48:6:::),(49:9:::),(50:8:::),(51:1:::),(52:104:::),(53:3:::),(54:113:::),(55:2:::),(56:5:::),(57:4:::),(58:121:::),(59:125:::),(60:84:::),(61:83:::),(62:82:::),(63:81:::),(64:80:::),(65:79:::),(66:78:::),(67:77:::),(68:76:::),(69:119:::),(70:75:::),(71:74:::),(72:73:::),(73:126:::),(74:72:::),(75:71:::),(76:70:::),(77:120:::),(78:69:::),(79:68:::),(80:67:::),(81:66:::),(82:65:::),(83:64:::),(84:117:::),(85:63:::),(86:62:::),(87:61:::),(88:127:::),(89:60:::),(90:59:::),(91:58:::),(92:118:::),(93:57:::),(94:56:::),(95:55:::),(96:116:::),(97:54:::),(98:53:::),(99:52:::),(100:51:::),(101:95:::),(102:49:::),(103:50:::),(104:100:::),(105:47:::),(106:48:::),(107:108:::),(108:45:::),(109:46:::),(110:43:::),(111:44:::),(112:41:::),(113:42:::),(114:39:::),(115:40:::),(116:107:::),(117:37:::),(118:38:::),(119:99:::),(120:35:::),(121:36:::),(122:128:::),(123:97:::),(124:96:::),(125:115:::),(126:112:::),(127:10:::),(128:106:::),(129:129:::))
D1601((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1602((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1603((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1604((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1605((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1606((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1607((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1608((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
D1609((1:10:::),(2:8:::),(3:18:::),(4:7:::),(5:17:::),(6:6:::),(7:16:::),(8:5:::),(9:15:::),(10:19:GND::),(11:4:::),(12:14:::),(13:3:::),(14:13:::),(15:2:::),(16:12:::),(17:1:::),(18:11:::),(19:9:::),(20:20:VCC::))
G1((1:4:::),(2:1:::),(3:3:::),(4:2:::))
H1((A:1:::),(K:2:::))
H2((A:1:::),(K:2:::))
H52((A:1:::),(K:2:::))
H53((A:1:::),(K:2:::))
H601((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H602((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H603((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H604((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H605((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H606((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H607((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H608((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H609((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H610((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H611((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H612((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H613((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H614((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H615((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H616((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H617((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H618((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H619((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H620((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H621((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H622((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H623((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H624((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H625((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H626((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H627((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H628((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H629((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H630((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H631((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H632((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H633((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H634((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H635((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H636((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H637((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H638((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H639((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H640((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H641((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H642((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H643((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H644((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H645((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H646((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H647((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H648((1:1:::),(2:4:::),(3:3:::),(4:2:::))
H649((1:1:::),(2:4:::),(3:3:::),(4:2:::))
N1((1:1:::),(2:2:::),(3:6:::),(4:4:::),(5:3:::),(6:5:::))
N2((1:1:::),(2:2:::),(3:6:::),(4:4:::),(5:3:::),(6:5:::))
N3((1:1:::),(2:2:::),(3:6:::),(4:4:::),(5:3:::),(6:5:::))
N4((1:1:::),(2:2:::),(3:6:::),(4:4:::),(5:3:::),(6:5:::))
N5((1:1:::),(2:2:::),(3:6:::),(4:4:::),(5:3:::),(6:5:::))
N6((1:1:::),(2:2:::),(3:6:::),(4:4:::),(5:3:::),(6:5:::))
N1100((1:10:::),(2:11:::),(14:8:::),(15:7:::),(16:6:::),(17:5:::),(18:4:::),(19:3:::),(20:2:::),(21:1:::),(33:27:GND::),(34:9:::),(35:24:::),(36:25:::),(37:22:::),(38:23:::),(39:20:::),(40:21:::),(41:18:::),(42:19:::),(43:16:::),(44:17:::),(45:14:::),(46:15:::),(47:12:::),(48:13:::),(49:26:VCC::))
P1((1:1:::))
P2((1:1:::))
P3((1:1:::))
P4((1:1:::))
P5((1:1:::))
P6((1:1:::))
P7((1:1:::))
P8((1:1:::))
P9((1:1:::))
P10((1:1:::))
P11((1:1:::))
P12((1:1:::))
R1((1:1:::),(2:2:::))
R2((1:1:::),(2:2:::))
R3((1:1:::),(2:2:::))
R4((1:1:::),(2:2:::))
R5((1:1:::),(2:2:::))
R6((1:1:::),(2:2:::))
R7((1:1:::),(2:2:::))
R8((1:1:::),(2:2:::))
R9((1:1:::),(2:2:::))
R10((1:1:::),(2:2:::))
R11((1:1:::),(2:2:::))
R12((1:1:::),(2:2:::))
R13((1:1:::),(2:2:::))
R14((1:1:::),(2:2:::))
R15((1:1:::),(2:2:::))
R16((1:1:::),(2:2:::))
R17((1:1:::),(2:2:::))
R18((1:1:::),(2:2:::))
R19((1:1:::),(2:2:::))
R20((1:1:::),(2:2:::))
R21((1:1:::),(2:2:::))
R22((1:1:::),(2:2:::))
R23((1:1:::),(2:2:::))
R24((1:1:::),(2:2:::))
R25((1:1:::),(2:2:::))
R26((1:1:::),(2:2:::))
R27((1:1:::),(2:2:::))
R28((1:1:::),(2:2:::))
R29((1:1:::),(2:2:::))
R30((1:1:::),(2:2:::))
R31((1:1:::),(2:2:::))
R32((1:1:::),(2:2:::))
R33((1:1:::),(2:2:::))
R34((1:1:::),(2:2:::))
R35((1:1:::),(2:2:::))
R36((1:1:::),(2:2:::))
R37((1:1:::),(2:2:::))
R38((1:1:::),(2:2:::))
R39((1:1:::),(2:2:::))
R40((1:1:::),(2:2:::))
R41((1:1:::),(2:2:::))
R42((1:1:::),(2:2:::))
R43((1:1:::),(2:2:::))
R44((1:1:::),(2:2:::))
R45((1:1:::),(2:2:::))
R46((1:1:::),(2:2:::))
R47((1:1:::),(2:2:::))
R48((1:1:::),(2:2:::))
R49((1:1:::),(2:2:::))
R50((1:1:::),(2:2:::))
R51((1:1:::),(2:2:::))
R52((1:1:::),(2:2:::))
R53((1:1:::),(2:2:::))
R54((1:1:::),(2:2:::))
R55((1:1:::),(2:2:::))
R56((1:1:::),(2:2:::))
R57((1:1:::),(2:2:::))
R58((1:1:::),(2:2:::))
R59((1:1:::),(2:2:::))
R60((1:1:::),(2:2:::))
R61((1:1:::),(2:2:::))
R62((1:1:::),(2:2:::))
R63((1:1:::),(2:2:::))
R64((1:1:::),(2:2:::))
R65((1:1:::),(2:2:::))
R66((1:1:::),(2:2:::))
R67((1:1:::),(2:2:::))
R68((1:1:::),(2:2:::))
R69((1:1:::),(2:2:::))
R70((1:1:::),(2:2:::))
R71((1:1:::),(2:2:::))
R72((1:1:::),(2:2:::))
R73((1:1:::),(2:2:::))
R74((1:1:::),(2:2:::))
R75((1:1:::),(2:2:::))
R76((1:1:::),(2:2:::))
R77((1:1:::),(2:2:::))
R78((1:1:::),(2:2:::))
R79((1:1:::),(2:2:::))
R80((1:1:::),(2:2:::))
R81((1:1:::),(2:2:::))
R82((1:1:::),(2:2:::))
R83((1:1:::),(2:2:::))
R84((1:1:::),(2:2:::))
R85((1:1:::),(2:2:::))
R86((1:1:::),(2:2:::))
R87((1:1:::),(2:2:::))
R88((1:1:::),(2:2:::))
R89((1:1:::),(2:2:::))
R90((1:1:::),(2:2:::))
R91((1:1:::),(2:2:::))
R92((1:1:::),(2:2:::))
R93((1:1:::),(2:2:::))
R94((1:1:::),(2:2:::))
R95((1:1:::),(2:2:::))
R96((1:1:::),(2:2:::))
R97((1:1:::),(2:2:::))
R98((1:1:::),(2:2:::))
R99((1:1:::),(2:2:::))
R100((1:1:::),(2:2:::))
R101((1:1:::),(2:2:::))
R102((1:1:::),(2:2:::))
R103((1:1:::),(2:2:::))
R104((1:1:::),(2:2:::))
R105((1:1:::),(2:2:::))
R106((1:1:::),(2:2:::))
R107((1:1:::),(2:2:::))
R108((1:1:::),(2:2:::))
R109((1:1:::),(2:2:::))
R110((1:1:::),(2:2:::))
R111((1:1:::),(2:2:::))
R112((1:1:::),(2:2:::))
R113((1:1:::),(2:2:::))
R114((1:1:::),(2:2:::))
R115((1:1:::),(2:2:::))
R116((1:1:::),(2:2:::))
R117((1:1:::),(2:2:::))
R118((1:1:::),(2:2:::))
R119((1:1:::),(2:2:::))
R120((1:1:::),(2:2:::))
R121((1:1:::),(2:2:::))
R122((1:1:::),(2:2:::))
R123((1:1:::),(2:2:::))
R124((1:1:::),(2:2:::))
R125((1:1:::),(2:2:::))
R126((1:1:::),(2:2:::))
R127((1:1:::),(2:2:::))
R128((1:1:::),(2:2:::))
R129((1:1:::),(2:2:::))
R130((1:1:::),(2:2:::))
R131((1:1:::),(2:2:::))
R132((1:1:::),(2:2:::))
R133((1:1:::),(2:2:::))
R134((1:1:::),(2:2:::))
R135((1:1:::),(2:2:::))
R136((1:1:::),(2:2:::))
R137((1:1:::),(2:2:::))
R138((1:1:::),(2:2:::))
R139((1:1:::),(2:2:::))
R140((1:1:::),(2:2:::))
R141((1:1:::),(2:2:::))
R142((1:1:::),(2:2:::))
R143((1:1:::),(2:2:::))
R144((1:1:::),(2:2:::))
R145((1:1:::),(2:2:::))
R146((1:1:::),(2:2:::))
R147((1:1:::),(2:2:::))
R148((1:1:::),(2:2:::))
R149((1:1:::),(2:2:::))
R150((1:1:::),(2:2:::))
R151((1:1:::),(2:2:::))
R152((1:1:::),(2:2:::))
R153((1:1:::),(2:2:::))
R154((1:1:::),(2:2:::))
R155((1:1:::),(2:2:::))
R156((1:1:::),(2:2:::))
R157((1:1:::),(2:2:::))
R158((1:1:::),(2:2:::))
R159((1:1:::),(2:2:::))
R160((1:1:::),(2:2:::))
R161((1:1:::),(2:2:::))
R162((1:1:::),(2:2:::))
R163((1:1:::),(2:2:::))
R164((1:1:::),(2:2:::))
R165((1:1:::),(2:2:::))
R166((1:1:::),(2:2:::))
R167((1:1:::),(2:2:::))
R168((1:1:::),(2:2:::))
R169((1:1:::),(2:2:::))
R170((1:1:::),(2:2:::))
R171((1:1:::),(2:2:::))
R172((1:1:::),(2:2:::))
R173((1:1:::),(2:2:::))
R174((1:1:::),(2:2:::))
R175((1:1:::),(2:2:::))
R176((1:1:::),(2:2:::))
R177((1:1:::),(2:2:::))
R178((1:1:::),(2:2:::))
R179((1:1:::),(2:2:::))
R180((1:1:::),(2:2:::))
R181((1:1:::),(2:2:::))
R182((1:1:::),(2:2:::))
R183((1:1:::),(2:2:::))
R500((1:1:::),(2:2:::))
R501((1:1:::),(2:2:::))
R502((1:1:::),(2:2:::))
R503((1:1:::),(2:2:::))
R504((1:1:::),(2:2:::))
R506((1:1:::),(2:2:::))
R701((1:1:::),(2:2:::))
R939((1:1:::),(2:2:::))
R940((1:1:::),(2:2:::))
R941((1:1:::),(2:2:::))
R942((1:1:::),(2:2:::))
R1100((1:1:::),(2:2:::))
R1101((1:1:::),(2:2:::))
R1102((1:1:::),(2:2:::))
R1103((1:1:::),(2:2:::))
R1104((1:1:::),(2:2:::))
R1105((1:1:::),(2:2:::))
R1106((1:1:::),(2:2:::))
R1107((1:1:::),(2:2:::))
R1108((1:1:::),(2:2:::))
R1109((1:1:::),(2:2:::))
R1110((1:1:::),(2:2:::))
R1111((1:1:::),(2:2:::))
R1112((1:1:::),(2:2:::))
R1113((1:1:::),(2:2:::))
R1114((1:1:::),(2:2:::))
R1115((1:1:::),(2:2:::))
R1116((1:1:::),(2:2:::))
R1117((1:1:::),(2:2:::))
R1118((1:1:::),(2:2:::))
R1119((1:1:::),(2:2:::))
R1120((1:1:::),(2:2:::))
R1121((1:1:::),(2:2:::))
R1122((1:1:::),(2:2:::))
R1123((1:1:::),(2:2:::))
R1124((1:1:::),(2:2:::))
R1125((1:1:::),(2:2:::))
R1126((1:1:::),(2:2:::))
R1127((1:1:::),(2:2:::))
R1128((1:1:::),(2:2:::))
R1129((1:1:::),(2:2:::))
R1130((1:1:::),(2:2:::))
R1131((1:1:::),(2:2:::))
R1132((1:1:::),(2:2:::))
R1133((1:1:::),(2:2:::))
R1134((1:1:::),(2:2:::))
R1207((1:1:::),(2:2:::))
R1208((1:1:::),(2:2:::))
R1209((1:1:::),(2:2:::))
R1210((1:1:::),(2:2:::))
R1211((1:1:::),(2:2:::))
R1215((1:1:::),(2:2:::))
R1216((1:1:::),(2:2:::))
R1217((1:1:::),(2:2:::))
R1322((1:1:::),(2:2:::))
R1323((1:1:::),(2:2:::))
R1324((1:1:::),(2:2:::))
R1325((1:1:::),(2:2:::))
R1326((1:1:::),(2:2:::))
R1327((1:1:::),(2:2:::))
R1328((1:1:::),(2:2:::))
R1329((1:1:::),(2:2:::))
R1330((1:1:::),(2:2:::))
R1331((1:1:::),(2:2:::))
R1332((1:1:::),(2:2:::))
R1333((1:1:::),(2:2:::))
R1334((1:1:::),(2:2:::))
R1335((1:1:::),(2:2:::))
R1336((1:1:::),(2:2:::))
R1337((1:1:::),(2:2:::))
R1400((1:1:::),(2:2:::))
R1401((1:1:::),(2:2:::))
R1402((1:1:::),(2:2:::))
R1403((1:1:::),(2:2:::))
R1404((1:1:::),(2:2:::))
R1405((1:1:::),(2:2:::))
R1406((1:1:::),(2:2:::))
R1407((1:1:::),(2:2:::))
R1408((1:1:::),(2:2:::))
R1409((1:1:::),(2:2:::))
R1410((1:1:::),(2:2:::))
R1411((1:1:::),(2:2:::))
R1412((1:1:::),(2:2:::))
R1413((1:1:::),(2:2:::))
R1414((1:1:::),(2:2:::))
R1415((1:1:::),(2:2:::))
R1416((1:1:::),(2:2:::))
R1417((1:1:::),(2:2:::))
R1418((1:1:::),(2:2:::))
R1419((1:1:::),(2:2:::))
R1420((1:1:::),(2:2:::))
R1421((1:1:::),(2:2:::))
R1422((1:1:::),(2:2:::))
R1423((1:1:::),(2:2:::))
R1424((1:1:::),(2:2:::))
R1425((1:1:::),(2:2:::))
R1426((1:1:::),(2:2:::))
R1427((1:1:::),(2:2:::))
R1428((1:1:::),(2:2:::))
R1429((1:1:::),(2:2:::))
R1430((1:1:::),(2:2:::))
R1431((1:1:::),(2:2:::))
R1432((1:1:::),(2:2:::))
R1433((1:1:::),(2:2:::))
R1434((1:1:::),(2:2:::))
R1435((1:1:::),(2:2:::))
R1437((1:1:::),(2:2:::))
R1438((1:1:::),(2:2:::))
R1439((1:1:::),(2:2:::))
R1440((1:1:::),(2:2:::))
R1441((1:1:::),(2:2:::))
R1442((1:1:::),(2:2:::))
R1443((1:1:::),(2:2:::))
R1444((1:1:::),(2:2:::))
R1445((1:1:::),(2:2:::))
R1446((1:1:::),(2:2:::))
R1447((1:1:::),(2:2:::))
R1448((1:1:::),(2:2:::))
R1449((1:1:::),(2:2:::))
R1450((1:1:::),(2:2:::))
R1452((1:1:::),(2:2:::))
R1453((1:1:::),(2:2:::))
R1454((1:1:::),(2:2:::))
R1455((1:1:::),(2:2:::))
R1456((1:1:::),(2:2:::))
R1457((1:1:::),(2:2:::))
R1458((1:1:::),(2:2:::))
R1500((1:1:::),(2:2:::))
R1501((1:1:::),(2:2:::))
R1502((1:1:::),(2:2:::))
R1503((1:1:::),(2:2:::))
R1504((1:1:::),(2:2:::))
R1505((1:1:::),(2:2:::))
R1506((1:1:::),(2:2:::))
R1507((1:1:::),(2:2:::))
R1508((1:1:::),(2:2:::))
R1509((1:1:::),(2:2:::))
R1510((1:1:::),(2:2:::))
R1511((1:1:::),(2:2:::))
R1512((1:1:::),(2:2:::))
R1513((1:1:::),(2:2:::))
R1514((1:1:::),(2:2:::))
S1((1:1:::),(2:2:::))
S2((1:10:::),(2:9:::),(3:8:::),(4:7:::),(5:6:::),(6:5:::),(7:4:::),(8:3:::),(9:2:::),(10:1:::),(11:20:::),(12:19:::),(13:18:::),(14:17:::),(15:16:::),(16:15:::),(17:14:::),(18:13:::),(19:12:::),(20:11:::))
S3((1:1:::),(2:2:::))
S4((1:1:::),(2:2:::))
S5((1:1:::),(2:2:::))
S6((1:1:::),(2:2:::))
S7((1:1:::),(2:2:::))
S8((1:1:::),(2:2:::))
S9((1:1:::),(2:2:::))
S10((1:1:::),(2:2:::))
S11((1:1:::),(2:2:::))
S12((1:1:::),(2:2:::))
S13((1:1:::),(2:2:::))
S14((1:1:::),(2:2:::))
S15((1:1:::),(2:2:::))
S16((1:1:::),(2:2:::))
S17((1:1:::),(2:2:::))
S18((1:1:::),(2:2:::))
S19((1:1:::),(2:2:::))
S20((1:1:::),(2:2:::))
S21((1:1:::),(2:2:::))
S22((1:1:::),(2:2:::))
S23((1:1:::),(2:2:::))
S24((1:1:::),(2:2:::))
S25((1:1:::),(2:2:::))
S26((1:1:::),(2:2:::))
S27((1:1:::),(2:2:::))
S28((1:1:::),(2:2:::))
S29((1:1:::),(2:2:::))
S30((1:1:::),(2:2:::))
S31((1:1:::),(2:2:::))
S32((1:1:::),(2:2:::))
S33((1:1:::),(2:2:::))
S34((1:1:::),(2:2:::))
S35((1:1:::),(2:2:::))
S1500((1:1:::),(2:2:::))
S1501((1:1:::),(2:2:::))
S1502((1:1:::),(2:2:::))
S1503((1:1:::),(2:2:::))
S1504((1:1:::),(2:2:::))
S1505((1:1:::),(2:2:::))
S1506((1:1:::),(2:2:::))
S1507((1:1:::),(2:2:::))
S1508((1:1:::),(2:2:::))
S1509((1:1:::),(2:2:::))
S1510((1:1:::),(2:2:::))
S1511((1:1:::),(2:2:::))
S1512((1:1:::),(2:2:::))
S1513((1:1:::),(2:2:::))
S1514((1:1:::),(2:2:::))
V1((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:7:::),(8:8:::),(9:9:::),(10:10:::))
