##### Intel Schematic Connectivity Format DG-2012.100
BEGIN_COMPPROPS
###### RefDes:partName,partNumber,noMount,tolerance,value,maxV[voltage],powerDiss[wattage],maxP[wattage],elec_type,enetNonSeries,componentKind,power_supply,compComment
R181:A5E00152738,,,,10K,,,,,,118,,
R182:A5E00152671,,,,1K,,,,,,118,,
R183:A5E00152671,,,,1K,,,,,,118,,
R500:A5E00152741,,,,100R,,,,,,118,,
R501:A5E00152741,,,,100R,,,,,,118,,
R502:A5E00152741,,,,100R,,,,,,118,,
R503:A5E00152741,,,,100R,,,,,,118,,
R504:A5E01176607,,,,30K,,,,,,118,,
R506:A5E01176607,,,,30K,,,,,,118,,
R701:A5E00309271,,NO,,4K7,,,,,,118,,
R939:A5E00152741,,,,100R,,,,,,118,,
R940:A5E00152741,,,,100R,,,,,,118,,
R941:A5E00152741,,,,100R,,,,,,118,,
R942:A5E34915683,,,,0R,,,,,,118,,
R1100:A5E00062736,,,,10K,,,,,,118,,
R1101:A5E00062736,,,,10K,,,,,,118,,
R1102:A5E00062736,,,,10K,,,,,,118,,
R1103:A5E00062736,,,,10K,,,,,,118,,
R1104:A5E00062736,,,,10K,,,,,,118,,
R1105:A5E00062736,,,,10K,,,,,,118,,
R1106:A5E00062736,,,,10K,,,,,,118,,
R1107:A5E00062736,,,,10K,,,,,,118,,
R1108:A5E00152738,,,,10K,,,,,,118,,
R1109:A5E00152738,,,,10K,,,,,,118,,
R1110:A5E00152738,,,,10K,,,,,,118,,
R1111:A5E00152738,,,,10K,,,,,,118,,
R1112:A5E00152738,,,,10K,,,,,,118,,
R1113:A5E00152738,,,,10K,,,,,,118,,
R1114:A5E00152738,,,,10K,,,,,,118,,
R1115:A5E00152738,,,,10K,,,,,,118,,
R1116:A5E00091722,,,,100K,,,,,,118,,
R1117:A5E00091722,,,,100K,,,,,,118,,
R1118:A5E00091722,,,,100K,,,,,,118,,
R1119:A5E00091722,,,,100K,,,,,,118,,
R1120:A5E00091722,,,,100K,,,,,,118,,
R1121:A5E00091722,,,,100K,,,,,,118,,
R1122:A5E00062736,,,,10K,,,,,,118,,
R1123:A5E00152738,,,,10K,,,,,,118,,
R1124:A5E00152738,,,,10K,,,,,,118,,
R1125:A5E00152738,,,,10K,,,,,,118,,
R1126:A5E00152738,,,,10K,,,,,,118,,
R1127:A5E00152738,,,,10K,,,,,,118,,
R1128:A5E00152738,,,,10K,,,,,,118,,
R1129:A5E00152738,,,,10K,,,,,,118,,
R1130:A5E00152738,,,,10K,,,,,,118,,
R1131:A5E00152738,,,,10K,,,,,,118,,
R1132:A5E00091722,,,,100K,,,,,,118,,
R1133:A5E00091722,,,,100K,,,,,,118,,
R1134:A5E34915683,,,,0R,,,,,,118,,
R1207:A5E00152738,,,,10K,,,,,,118,,
R1208:A5E00152738,,,,10K,,,,,,118,,
R1209:A5E00152738,,,,10K,,,,,,118,,
R1210:A5E00152738,,,,10K,,,,,,118,,
R1211:A5E00152738,,,,10K,,,,,,118,,
R1215:A5E34915683,,,,0R,,,,,,118,,
R1216:A5E34915683,,,,0R,,,,,,118,,
R1217:A5E34915683,,,,0R,,,,,,118,,
R1322:A5E00238318,,,,475R,,,,,,118,,
R1323:A5E00238318,,,,475R,,,,,,118,,
R1324:A5E00238318,,,,475R,,,,,,118,,
R1325:A5E00238318,,,,475R,,,,,,118,,
R1326:A5E00152741,,,,100R,,,,,,118,,
R1327:A5E00152741,,,,100R,,,,,,118,,
R1328:A5E00152741,,,,100R,,,,,,118,,
R1329:A5E00152741,,,,100R,,,,,,118,,
R1330:A5E00309271,,,,4K7,,,,,,118,,
R1331:A5E00309271,,,,4K7,,,,,,118,,
R1332:A5E00309271,,,,4K7,,,,,,118,,
R1333:A5E00309271,,,,4K7,,,,,,118,,
R1334:A5E00309271,,,,4K7,,,,,,118,,
R1335:A5E00309271,,,,4K7,,,,,,118,,
R1336:A5E00309271,,,,4K7,,,,,,118,,
R1337:A5E00309271,,,,4K7,,,,,,118,,
R1400:A5E00091722,,,,100K,,,,,,118,,
R1401:A5E34915683,,,,0R,,,,,,118,,
R1402:A5E34915683,,,,0R,,,,,,118,,
R1403:A5E34915683,,,,0R,,,,,,118,,
R1404:A5E00152671,,,,1K,,,,,,118,,
R1405:A5E34915683,,,,0R,,,,,,118,,
R1406:A5E34915683,,,,0R,,,,,,118,,
R1407:A5E34915683,,,,0R,,,,,,118,,
R1408:A5E00309271,,,,4K7,,,,,,118,,
R1409:A5E00309271,,,,4K7,,,,,,118,,
R1410:A5E02133369,,,,3K,,,,,,118,,
R1411:A5E02133369,,,,3K,,,,,,118,,
R1412:A5E00152741,,,,100R,,,,,,118,,
R1413:A5E00152741,,,,100R,,,,,,118,,
R1414:A5E00238318,,,,475R,,,,,,118,,
R1415:A5E00152738,,,,10K,,,,,,118,,
R1416:A5E00152738,,,,10K,,,,,,118,,
R1417:A5E00152738,,,,10K,,,,,,118,,
R1418:A5E00152738,,,,10K,,,,,,118,,
R1419:A5E00152738,,,,10K,,,,,,118,,
R1420:A5E00152738,,,,10K,,,,,,118,,
R1421:A5E00152738,,,,10K,,,,,,118,,
R1422:A5E00152671,,,,1K,,,,,,118,,
R1423:A5E00152671,,,,1K,,,,,,118,,
R1424:A5E00152671,,,,1K,,,,,,118,,
R1425:A5E00152671,,,,1K,,,,,,118,,
R1426:A5E00152671,,,,1K,,,,,,118,,
R1427:A5E00152671,,,,1K,,,,,,118,,
R1428:A5E00152671,,,,1K,,,,,,118,,
R1429:A5E00152738,,,,10K,,,,,,118,,
R1430:A5E00152738,,,,10K,,,,,,118,,
R1431:A5E00152738,,,,10K,,,,,,118,,
R1432:A5E00152738,,,,10K,,,,,,118,,
R1433:A5E00152738,,,,10K,,,,,,118,,
R1434:A5E00152738,,,,10K,,,,,,118,,
R1435:A5E00152738,,,,10K,,,,,,118,,
R1437:A5E00152738,,,,10K,,,,,,118,,
R1438:A5E00152738,,,,10K,,,,,,118,,
R1439:A5E00152738,,,,10K,,,,,,118,,
R1440:A5E00152738,,,,10K,,,,,,118,,
R1441:A5E00152738,,,,10K,,,,,,118,,
R1442:A5E00152738,,,,10K,,,,,,118,,
R1443:A5E00152738,,,,10K,,,,,,118,,
R1444:A5E00152671,,,,1K,,,,,,118,,
R1445:A5E00152671,,,,1K,,,,,,118,,
R1446:A5E00152671,,,,1K,,,,,,118,,
R1447:A5E00152671,,,,1K,,,,,,118,,
R1448:A5E00152671,,,,1K,,,,,,118,,
R1449:A5E00152671,,,,1K,,,,,,118,,
R1450:A5E00152671,,,,1K,,,,,,118,,
R1452:A5E00152671,,,,1K,,,,,,118,,
R1453:A5E00152671,,,,1K,,,,,,118,,
R1454:A5E00152671,,,,1K,,,,,,118,,
R1455:A5E00152671,,,,1K,,,,,,118,,
R1456:A5E00152671,,,,1K,,,,,,118,,
R1457:A5E00152671,,,,1K,,,,,,118,,
R1458:A5E00152671,,,,1K,,,,,,118,,
R1500:A5E00152738,,,,10K,,,,,,118,,
R1501:A5E00152738,,,,10K,,,,,,118,,
R1502:A5E00152738,,,,10K,,,,,,118,,
R1503:A5E00152738,,,,10K,,,,,,118,,
R1504:A5E00152738,,,,10K,,,,,,118,,
R1505:A5E00152738,,,,10K,,,,,,118,,
R1506:A5E00152738,,,,10K,,,,,,118,,
R1507:A5E00152738,,,,10K,,,,,,118,,
R1508:A5E00152738,,,,10K,,,,,,118,,
R1509:A5E00152738,,,,10K,,,,,,118,,
R1510:A5E00152738,,,,10K,,,,,,118,,
R1511:A5E00152738,,,,10K,,,,,,118,,
R1512:A5E00152738,,,,10K,,,,,,118,,
R1513:A5E00152738,,,,10K,,,,,,118,,
R1514:A5E00152738,,,,10K,,,,,,118,,
S1:A5E38151587,,,,,,,,,,119,,
S2:A5E00476633,,,,,,,,,,119,,
S3:A5E38151587,,,,,,,,,,119,,
S4:A5E38151587,,,,,,,,,,119,,
S5:A5E38151587,,,,,,,,,,119,,
S6:A5E38151587,,,,,,,,,,119,,
S7:A5E38151587,,,,,,,,,,119,,
S8:A5E38151587,,,,,,,,,,119,,
S9:A5E38151587,,,,,,,,,,119,,
S10:A5E38151587,,,,,,,,,,119,,
S11:A5E38151587,,,,,,,,,,119,,
S12:A5E38151587,,,,,,,,,,119,,
S13:A5E38151587,,,,,,,,,,119,,
S14:A5E38151587,,,,,,,,,,119,,
S15:A5E38151587,,,,,,,,,,119,,
S16:A5E38151587,,,,,,,,,,119,,
S17:A5E38151587,,,,,,,,,,119,,
S18:A5E38151587,,,,,,,,,,119,,
S19:A5E38151587,,,,,,,,,,119,,
S20:A5E38151587,,,,,,,,,,119,,
S21:A5E38151587,,,,,,,,,,119,,
S22:A5E38151587,,,,,,,,,,119,,
S23:A5E38151587,,,,,,,,,,119,,
S24:A5E38151587,,,,,,,,,,119,,
S25:A5E38151587,,,,,,,,,,119,,
S26:A5E38151587,,,,,,,,,,119,,
S27:A5E38151587,,,,,,,,,,119,,
S28:A5E38151587,,,,,,,,,,119,,
S29:A5E38151587,,,,,,,,,,119,,
S30:A5E38151587,,,,,,,,,,119,,
S31:A5E38151587,,,,,,,,,,119,,
S32:A5E38151587,,,,,,,,,,119,,
S33:A5E38151587,,,,,,,,,,119,,
S34:A5E38151587,,,,,,,,,,119,,
S35:A5E38151587,,,,,,,,,,119,,
S1500:A5E38151587,,,,,,,,,,119,,
S1501:A5E38151587,,,,,,,,,,119,,
S1502:A5E38151587,,,,,,,,,,119,,
S1503:A5E38151587,,,,,,,,,,119,,
S1504:A5E38151587,,,,,,,,,,119,,
S1505:A5E38151587,,,,,,,,,,119,,
S1506:A5E38151587,,,,,,,,,,119,,
S1507:A5E38151587,,,,,,,,,,119,,
S1508:A5E38151587,,,,,,,,,,119,,
S1509:A5E38151587,,,,,,,,,,119,,
S1510:A5E38151587,,,,,,,,,,119,,
S1511:A5E38151587,,,,,,,,,,119,,
S1512:A5E38151587,,,,,,,,,,119,,
S1513:A5E38151587,,,,,,,,,,119,,
S1514:A5E38151587,,,,,,,,,,119,,
V1:A5E41919950,,,,,,,,,,122,,
V2:A5E41919950,,,,,,,,,,122,,
V3:A5E36751165,,,,32 V,,,,,,122,,
V4:A5E36751165,,,,32 V,,,,,,122,,
V1100:A5E43768276,,,,,,,,,,122,,
V1101:A5E43768276,,,,,,,,,,122,,
V1102:A5E43768276,,,,,,,,,,122,,
V1103:A5E43768276,,,,,,,,,,122,,
V1104:A5E43768276,,,,,,,,,,122,,
V1105:A5E43768276,,,,,,,,,,122,,
V1106:A5E43768276,,,,,,,,,,122,,
V1107:A5E43768276,,,,,,,,,,122,,
V1108:A5E43768276,,,,,,,,,,122,,
V1109:A5E01197863,,,,,,,,,,122,,
V1110:A5E01197863,,,,,,,,,,122,,
V1111:A5E01197863,,,,,,,,,,122,,
V1112:A5E01197863,,,,,,,,,,122,,
V1113:A5E01197863,,,,,,,,,,122,,
V1114:A5E01197863,,,,,,,,,,122,,
V1115:A5E01197863,,,,,,,,,,122,,
V1116:A5E01197863,,,,,,,,,,122,,
X1:A5E31127723,,,,,,,,,,124,,
X3:A5E00187185,,,,,,,,,,124,,
X10:A5E48247291,,,,,,,,,,124,,
X12:A5E51013478,,,,,,,,,,124,,
X13:A5E51013478,,,,,,,,,,124,,
X20:A5E55811850,,,,,,,,,,124,,
X21:A5E55811850,,,,,,,,,,124,,
X28:A5E00997955,,,,,,,,,,124,,
X30:A5E00345350,,,,,,,,,,124,,
X31:A5E00345350,,,,,,,,,,124,,
X50:A5E00997955,,,,,,,,,,124,,
X56:A5E00997955,,,,,,,,,,124,,
X60:A5E39205336,,,,,,,,,,124,,
X61:A5E39205336,,,,,,,,,,124,,
X200:A5E00289515,,,,,,,,,,124,,
X201:A5E00289515,,,,,,,,,,124,,
X515:A5E46218000,,,,,,,,,,124,,
Z1:A5E01165466,,,,,,,,ind,,126,,
Z2:A5E01165466,,,,,,,,ind,,126,,
Z3:A5E01165466,,,,,,,,ind,,126,,
Z4:A5E01165466,,,,,,,,ind,,126,,
Z5:A5E00129901,,,,,,,,ind,,126,,
Z6:A5E00129901,,,,,,,,ind,,126,,
Z7:A5E00129901,,,,,,,,ind,,126,,
Z8:A5E00129901,,,,,,,,ind,,126,,
Z9:A5E00129901,,,,,,,,ind,,126,,
Z10:A5E00129901,,,,,,,,ind,,126,,
Z11:A5E00129901,,,,,,,,ind,,126,,
Z13:A5E30228562,,,,5 V,,,,ind,,126,,
Z14:A5E30228562,,,,5 V,,,,ind,,126,,
Z15:A5E30228562,,,,5 V,,,,ind,,126,,
Z16:A5E30228562,,,,5 V,,,,ind,,126,,
Z17:A5E00166426,,,,,,,,ind,,126,,
Z500:A5E00129901,,,,,,,,ind,,126,,
END_COMPPROPS
BEGIN_COMPPINS
###### RefDes((pinNumber:pinLabel:cirPinLabel:enetSeries:pinComment),(...),...,(...))
B1((1:1:::),(4:2:::))
B2((1:1:::),(4:2:::))
B3((1:1:::),(3:2:::),(S:3:::))
B1400((1:1:::),(3:2:::),(S:3:::))
C1((1:1:::),(2:2:::))
C2((1:1:::),(2:2:::))
C3((1:1:::),(2:2:::))
C4((1:1:::),(2:2:::))
C5((1:1:::),(2:2:::))
C6((1:1:::),(2:2:::))
C7((1:1:::),(2:2:::))
C8((1:1:::),(2:2:::))
C9((1:1:::),(2:2:::))
C11((1:1:::),(2:2:::))
C12((1:1:::),(2:2:::))
C13((1:1:::),(2:2:::))
C14((1:1:::),(2:2:::))
C15((1:1:::),(2:2:::))
C16((1:1:::),(2:2:::))
C17((1:1:::),(2:2:::))
C46((1:1:::),(2:2:::))
C47((1:1:::),(2:2:::))
C48((1:1:::),(2:2:::))
C49((1:1:::),(2:2:::))
C50((1:1:::),(2:2:::))
C51((1:1:::),(2:2:::))
C52((1:1:::),(2:2:::))
C53((1:1:::),(2:2:::))
C54((1:1:::),(2:2:::))
C55((1:1:::),(2:2:::))
C56((1:1:::),(2:2:::))
C57((1:1:::),(2:2:::))
C58((1:1:::),(2:2:::))
C59((1:1:::),(2:2:::))
C60((1:1:::),(2:2:::))
C61((1:1:::),(2:2:::))
C62((1:1:::),(2:2:::))
C63((1:1:::),(2:2:::))
C64((1:1:::),(2:2:::))
C65((1:1:::),(2:2:::))
C66((1:1:::),(2:2:::))
C67((1:1:::),(2:2:::))
C68((1:1:::),(2:2:::))
C69((1:1:::),(2:2:::))
C70((1:1:::),(2:2:::))
C71((1:1:::),(2:2:::))
C72((1:1:::),(2:2:::))
C73((1:1:::),(2:2:::))
C74((1:1:::),(2:2:::))
C75((1:1:::),(2:2:::))
C76((1:1:::),(2:2:::))
C77((1:1:::),(2:2:::))
C78((1:1:::),(2:2:::))
C79((1:1:::),(2:2:::))
C80((1:1:::),(2:2:::))
C81((1:1:::),(2:2:::))
C82((1:1:::),(2:2:::))
C83((1:1:::),(2:2:::))
C84((1:1:::),(2:2:::))
C85((1:1:::),(2:2:::))
C86((1:1:::),(2:2:::))
C87((1:1:::),(2:2:::))
C88((1:1:::),(2:2:::))
C89((1:1:::),(2:2:::))
C90((1:1:::),(2:2:::))
C91((1:1:::),(2:2:::))
C92((1:1:::),(2:2:::))
C93((1:1:::),(2:2:::))
C94((1:1:::),(2:2:::))
C95((1:1:::),(2:2:::))
C96((1:1:::),(2:2:::))
C97((1:1:::),(2:2:::))
C98((1:1:::),(2:2:::))
C99((1:1:::),(2:2:::))
C100((1:1:::),(2:2:::))
C101((1:1:::),(2:2:::))
C102((1:1:::),(2:2:::))
C103((1:1:::),(2:2:::))
C104((1:1:::),(2:2:::))
C105((1:1:::),(2:2:::))
C106((1:1:::),(2:2:::))
C107((1:1:::),(2:2:::))
C108((1:1:::),(2:2:::))
C109((1:1:::),(2:2:::))
C110((1:1:::),(2:2:::))
C111((1:1:::),(2:2:::))
C112((1:1:::),(2:2:::))
C113((1:1:::),(2:2:::))
C114((1:1:::),(2:2:::))
C115((1:1:::),(2:2:::))
C116((1:1:::),(2:2:::))
C117((1:1:::),(2:2:::))
C118((1:1:::),(2:2:::))
C119((1:1:::),(2:2:::))
C120((1:1:::),(2:2:::))
C133((1:1:::),(2:2:::))
C134((1:1:::),(2:2:::))
C135((1:1:::),(2:2:::))
C136((1:1:::),(2:2:::))
C137((1:1:::),(2:2:::))
C138((1:1:::),(2:2:::))
C139((1:1:::),(2:2:::))
C140((1:1:::),(2:2:::))
C141((1:1:::),(2:2:::))
C142((1:1:::),(2:2:::))
C143((1:1:::),(2:2:::))
C144((1:1:::),(2:2:::))
C145((1:1:::),(2:2:::))
C146((1:1:::),(2:2:::))
C147((1:1:::),(2:2:::))
C148((1:1:::),(2:2:::))
C149((1:1:::),(2:2:::))
C150((1:1:::),(2:2:::))
C151((1:1:::),(2:2:::))
C152((1:1:::),(2:2:::))
C153((1:1:::),(2:2:::))
C154((1:1:::),(2:2:::))
C155((1:1:::),(2:2:::))
C156((1:1:::),(2:2:::))
C157((1:1:::),(2:2:::))
C158((1:1:::),(2:2:::))
C159((1:1:::),(2:2:::))
C160((1:1:::),(2:2:::))
C161((1:1:::),(2:2:::))
C162((1:1:::),(2:2:::))
C163((1:1:::),(2:2:::))
C164((1:1:::),(2:2:::))
C165((1:1:::),(2:2:::))
C166((1:1:::),(2:2:::))
C167((1:1:::),(2:2:::))
C168((1:1:::),(2:2:::))
C169((1:1:::),(2:2:::))
C170((1:1:::),(2:2:::))
C171((1:1:::),(2:2:::))
C172((1:1:::),(2:2:::))
C173((1:1:::),(2:2:::))
C174((1:1:::),(2:2:::))
C175((1:1:::),(2:2:::))
C176((1:1:::),(2:2:::))
C177((1:1:::),(2:2:::))
C178((1:1:::),(2:2:::))
C179((1:1:::),(2:2:::))
C180((1:1:::),(2:2:::))
C500((1:1:::),(2:2:::))
C502((1:1:::),(2:2:::))
C503((1:1:::),(2:2:::))
C504((1:1:::),(2:2:::))
C505((1:1:::),(2:2:::))
C506((1:1:::),(2:2:::))
C507((1:1:::),(2:2:::))
C509((1:1:::),(2:2:::))
C510((1:1:::),(2:2:::))
C511((1:1:::),(2:2:::))
C512((1:1:::),(2:2:::))
C513((1:1:::),(2:2:::))
C514((1:1:::),(2:2:::))
C515((1:1:::),(2:2:::))
C516((1:1:::),(2:2:::))
C517((1:1:::),(2:2:::))
C518((1:1:::),(2:2:::))
C519((1:1:::),(2:2:::))
C520((1:1:::),(2:2:::))
C521((1:1:::),(2:2:::))
C522((1:1:::),(2:2:::))
C523((1:1:::),(2:2:::))
C524((1:1:::),(2:2:::))
C525((1:1:::),(2:2:::))
C526((1:1:::),(2:2:::))
C527((1:1:::),(2:2:::))
C528((1:1:::),(2:2:::))
C529((1:1:::),(2:2:::))
C530((1:1:::),(2:2:::))
C531((1:1:::),(2:2:::))
C532((1:1:::),(2:2:::))
C533((1:1:::),(2:2:::))
C534((1:1:::),(2:2:::))
C535((1:1:::),(2:2:::))
C536((1:1:::),(2:2:::))
C537((1:1:::),(2:2:::))
C538((1:1:::),(2:2:::))
C539((1:1:::),(2:2:::))
C540((1:1:::),(2:2:::))
C707((1:1:::),(2:2:::))
C709((1:1:::),(2:2:::))
C710((1:1:::),(2:2:::))
C711((1:1:::),(2:2:::))
C1100((1:1:::),(2:2:::))
C1101((1:1:::),(2:2:::))
C1102((1:1:::),(2:2:::))
C1103((1:1:::),(2:2:::))
C1104((1:1:::),(2:2:::))
C1105((1:1:::),(2:2:::))
C1106((1:1:::),(2:2:::))
C1107((1:1:::),(2:2:::))
C1108((1:1:::),(2:2:::))
C1109((1:1:::),(2:2:::))
C1110((1:1:::),(2:2:::))
C1111((1:1:::),(2:2:::))
C1112((1:1:::),(2:2:::))
C1113((1:1:::),(2:2:::))
C1114((1:1:::),(2:2:::))
C1115((1:1:::),(2:2:::))
C1116((1:1:::),(2:2:::))
C1201((1:1:::),(2:2:::))
C1202((1:1:::),(2:2:::))
C1203((1:1:::),(2:2:::))
C1315((1:1:::),(2:2:::))
C1316((1:1:::),(2:2:::))
C1317((1:1:::),(2:2:::))
C1318((1:1:::),(2:2:::))
C1319((1:1:::),(2:2:::))
C1320((1:1:::),(2:2:::))
C1321((1:1:::),(2:2:::))
C1322((1:1:::),(2:2:::))
C1323((1:1:::),(2:2:::))
C1400((1:1:::),(2:2:::))
C1401((1:1:::),(2:2:::))
C1402((1:1:::),(2:2:::))
C1601((1:1:::),(2:2:::))
C1602((1:1:::),(2:2:::))
C1603((1:1:::),(2:2:::))
C1604((1:1:::),(2:2:::))
C1605((1:1:::),(2:2:::))
C1606((1:1:::),(2:2:::))
C1607((1:1:::),(2:2:::))
C1608((1:1:::),(2:2:::))
C1609((1:1:::),(2:2:::))
D1((A1:245:::),(A2:292:::),(A3:291:::),(A4:290:::),(A5:289:::),(A6:288:::),(A7:287:::),(A8:286:::),(A9:285:::),(A10:284:::),(A11:283:::),(A12:282:::),(A13:281:::),(A14:215:::),(A15:210:::),(A16:9:::),(A17:8:::),(A18:24:::),(A19:10:::),(A20:20:::),(A21:244:::),(AA1:271:::),(AA2:15:::),(AA3:123:::),(AA4:119:::),(AA5:121:::),(AA6:112:::),(AA7:109:::),(AA8:105:::),(AA9:107:::),(AA10:98:::),(AA11:97:::),(AA12:95:::),(AA13:91:::),(AA14:94:::),(AA15:93:::),(AA16:92:::),(AA17:72:::),(AA18:75:::),(AA19:78:::),(AA20:73:::),(AA21:272:::),(B1:280:::),(B2:279:::),(B3:278:::),(B4:277:::),(B5:276:::),(B6:275:::),(B7:274:::),(B8:273:::),(B9:293:::),(B10:294:::),(B11:295:::),(B12:296:::),(B13:297:::),(B14:214:::),(B15:209:::),(B16:6:::),(B17:23:::),(B18:7:::),(B19:19:::),(B20:21:::),(B21:22:::),(C1:298:::),(C2:243:::),(C4:242:::),(C6:241:::),(C8:240:::),(C10:239:::),(C11:216:::),(C12:238:::),(C14:237:::),(C16:236:::),(C18:235:::),(C20:40:::),(C21:39:::),(D1:128:::),(D2:127:::),(D4:125:::),(D6:299:::),(D8:300:::),(D10:301:::),(D12:217:::),(D14:212:::),(D16:3:::),(D18:2:::),(D20:38:::),(D21:37:::),(E1:130:::),(E2:129:::),(E3:234:::),(E4:126:::),(E6:302:::),(E8:167:::),(E10:303:::),(E12:211:::),(E14:208:::),(E16:4:::),(E18:1:::),(E19:233:::),(E20:36:::),(E21:35:::),(F1:137:::),(F2:131:::),(F6:304:::),(F8:305:::),(F10:171:::),(F12:213:::),(F14:5:::),(F16:166:::),(F20:34:::),(F21:33:::),(G1:132:::),(G2:136:::),(G3:232:::),(G4:135:::),(G5:134:::),(G6:204:::),(G8:306:::),(G10:162:::),(G12:190:::),(G14:191:::),(G16:165:::),(G17:28:::),(G18:26:::),(G19:231:::),(G20:31:::),(G21:32:::),(H1:139:::),(H2:133:::),(H8:230:::),(H10:229:::),(H12:228:::),(H14:227:::),(H20:29:::),(H21:30:::),(J1:146:::),(J2:147:::),(J3:226:::),(J4:138:::),(J5:225:::),(J6:205:::),(J7:206:::),(J8:224:::),(J9:189:::),(J10:188:::),(J11:187:::),(J12:186:::),(J13:185:::),(J14:223:::),(J15:170:::),(J16:169:::),(J17:27:::),(J18:25:::),(J19:222:::),(J20:42:::),(J21:41:::),(K1:144:::),(K2:145:::),(K9:184:::),(K10:183:::),(K11:221:::),(K12:182:::),(K13:181:::),(K20:43:::),(K21:44:::),(L1:220:::),(L2:148:::),(L3:219:::),(L4:150:::),(L5:218:::),(L6:207:::),(L7:199:::),(L8:246:::),(L14:247:::),(L15:163:::),(L16:195:::),(L17:45:::),(L18:46:::),(L19:248:::),(L20:47:::),(L21:48:::),(M1:142:::),(M2:143:::),(M9:180:::),(M10:179:::),(M11:249:::),(M12:178:::),(M13:177:::),(M20:49:::),(M21:50:::),(N1:140:::),(N2:141:::),(N3:250:::),(N4:149:::),(N5:251:::),(N6:200:::),(N7:201:::),(N8:252:::),(N9:176:::),(N10:175:::),(N11:174:::),(N12:173:::),(N13:172:::),(N14:253:::),(N15:196:::),(N16:197:::),(N17:51:::),(N18:52:::),(N19:254:::),(N20:53:::),(N21:54:::),(P1:158:::),(P2:157:::),(P8:255:::),(P10:256:::),(P12:257:::),(P14:258:::),(P20:55:::),(P21:56:::),(R1:155:::),(R2:156:::),(R3:259:::),(R4:160:::),(R5:161:::),(R6:202:::),(R8:164:::),(R10:192:::),(R12:193:::),(R14:168:::),(R16:198:::),(R17:60:::),(R18:59:::),(R19:260:::),(R20:58:::),(R21:57:::),(T1:261:::),(T2:159:::),(T6:203:::),(T8:113:::),(T10:116:::),(T12:100:::),(T14:80:::),(T16:83:::),(T20:61:::),(T21:62:::),(U1:154:::),(U2:153:::),(U3:262:::),(U4:17:::),(U6:117:::),(U8:114:::),(U10:103:::),(U12:101:::),(U14:81:::),(U16:84:::),(U18:63:::),(U19:263:::),(U20:64:::),(U21:65:::),(V1:151:::),(V2:152:::),(V4:18:::),(V6:118:::),(V8:115:::),(V10:104:::),(V12:102:::),(V14:82:::),(V16:85:::),(V18:79:::),(V20:67:::),(V21:66:::),(W1:13:::),(W2:12:::),(W4:264:::),(W6:265:::),(W8:194:::),(W10:266:::),(W11:99:::),(W12:267:::),(W14:268:::),(W16:269:::),(W18:270:::),(W20:69:::),(W21:68:::),(Y1:11:::),(Y2:14:::),(Y3:16:::),(Y4:124:::),(Y5:120:::),(Y6:122:::),(Y7:111:::),(Y8:110:::),(Y9:106:::),(Y10:108:::),(Y11:96:::),(Y12:86:::),(Y13:90:::),(Y14:89:::),(Y15:88:::),(Y16:87:::),(Y17:71:::),(Y18:76:::),(Y19:77:::),(Y20:74:::),(Y21:70:::))
D2((1:4:::),(2:5:::),(3:29:::),(4:27:::),(5:28:::),(6:25:::),(7:26:::),(8:22:::),(9:23:::),(10:24:::),(11:14:::),(12:13:::),(13:12:::),(14:8:::),(15:17:::),(16:10:::),(17:9:::),(18:18:::),(19:11:::),(20:15:::),(21:38:::),(22:36:::),(23:37:::),(24:33:::),(25:34:::),(26:35:::),(27:30:::),(28:31:::),(29:32:::),(30:41:::),(31:16:::),(32:39:::),(33:40:::),(34:2:::),(35:3:::),(36:20:::),(37:21:::),(38:19:::),(39:6:::),(40:7:::),(41:1:::))
D3((1:4:::),(2:2:::),(3:5:::),(4:1:::),(5:3:::))
D4((1:2:::),(2:6:::),(3:7:::),(4:1:::),(5:5:::),(6:3:::),(7:8:::),(8:4:::),(9:9:::))
D5((1:2:::),(2:1:::),(3:GND:GND::),(4:3:::),(5:VCC:VCC::))
D6((1:1:::),(2:2:::),(3:3:::),(4:4:::),(5:5:::),(6:6:::),(7:GND:GND::),(8:8:::),(9:9:::),(10:10:::),(11:11:::),(12:12:::),(13:13:::),(14:VCC:VCC::))
D7((1:10:::),(2:9:::),(3:29:VCC::),(4:13:::),(5:17:::),(6:18:::),(7:31:GND::),(8:19:::),(9:25:::),(10:21:::),(11:7:::),(12:8:::),(13:26:::),(14:22:::),(15:5:::),(16:6:::),(17:27:::),(18:23:::),(19:3:::),(20:4:::),(21:28:::),(22:24:::),(23:1:::),(24:2:::),(25:30:VCC::),(26:16:::),(27:12:::),(28:32:GND::),(29:14:::),(30:15:::),(31:11:::),(32:20:::))
